year,country,cell_subscriptions,internet_users,unemployment,population,bank_branches,tourism_arrivals,region,income_group
2013,Russian Federation,152.8353524,67.97,5.5,143506911,38.54712776,30792000,Europe & Central Asia,High income: nonOECD
2014,Russian Federation,155.144239,70.52,5.199999809,143819569,36.98165916,NA,Europe & Central Asia,High income: nonOECD
2010,Rwanda,32.74752019,8,NA,10293669,4.888431926,504000,Sub-Saharan Africa,Low income
2011,Rwanda,39.89652123,7,NA,10556429,5.390597187,688000,Sub-Saharan Africa,Low income
2012,Rwanda,49.66704344,8.023854277,3.400000095,10817350,5.489645627,815000,Sub-Saharan Africa,Low income
2013,Rwanda,56.80079399,9,NA,11078095,5.757070374,864000,Sub-Saharan Africa,Low income
2014,Rwanda,64.02469114,10.6,NA,11341544,4.122828917,NA,Sub-Saharan Africa,Low income
2010,Samoa,48.37955373,7,NA,186029,25.25560413,122000,East Asia & Pacific, Lower middle income
2011,Samoa,NA,11,5.699999809,187434,18.09143981,121000,East Asia & Pacific, Lower middle income
2012,Samoa,53.10102759,12.92249,8.699999809,188901,18.7495737,126000,East Asia & Pacific, Lower middle income
2013,Samoa,52.46937575,15.3,NA,190390,22.78192634,116000,East Asia & Pacific, Lower middle income
2014,Samoa,55.53012808,21.2,NA,191845,24.18641891,NA,East Asia & Pacific, Lower middle income
2010,San Marino,99.11214802,NA,4.400000095,30690,280.5319094,120000,Europe & Central Asia,High income: nonOECD
2011,San Marino,114.2263592,49.6,5.099999905,30938,263.5632554,156000,Europe & Central Asia,High income: nonOECD
2012,San Marino,115.2110603,NA,6.099999905,31172,265.6801543,139000,Europe & Central Asia,High income: nonOECD
2013,San Marino,116.9549733,NA,6,31391,260.2108864,70000,Europe & Central Asia,High income: nonOECD
2014,San Marino,118.8481841,NA,6.599999905,31595,247.4104523,NA,Europe & Central Asia,High income: nonOECD
2010,Sao Tome and Principe,57.63965258,18.75,NA,170880,21.12926341,8000,NA,NA
2011,Sao Tome and Principe,62.8015526,20.1612,NA,174646,21.49613103,12000,NA,NA
2012,Sao Tome and Principe,64.95124882,21.5724,13.60000038,178484,23.67014789,NA,NA,NA
2013,Sao Tome and Principe,64.93966102,23,NA,182386,23.07398763,NA,NA,NA
2014,Sao Tome and Principe,64.93769014,24.41,NA,186342,22.47501815,NA,NA,NA
2010,Saudi Arabia,189.1688419,41,NA,28090647,8.536457871,10850000,Middle East & North Africa,High income: nonOECD
2011,Saudi Arabia,194.5123877,47.5,5.800000191,28788438,8.60966463,17498000,Middle East & North Africa,High income: nonOECD
2012,Saudi Arabia,187.3595577,54,5.599999905,29496047,8.642406598,14276000,Middle East & North Africa,High income: nonOECD
2013,Saudi Arabia,184.2042369,60.5,5.599999905,30201051,8.753870631,13380000,Middle East & North Africa,High income: nonOECD
2014,Saudi Arabia,179.5611716,63.7,5.900000095,30886545,9.231875955,NA,Middle East & North Africa,High income: nonOECD
2010,Senegal,64.42744115,8,NA,12956791,4.164636314,900000,Sub-Saharan Africa, Lower middle income
2011,Senegal,70.16017194,9.8,10.39999962,13357003,4.454579448,968000,Sub-Saharan Africa, Lower middle income
2012,Senegal,83.56861759,10.8,NA,13780108,4.671352919,962000,Sub-Saharan Africa, Lower middle income
2013,Senegal,92.92798275,13.1,NA,14221041,4.583998389,1063000,Sub-Saharan Africa, Lower middle income
2014,Senegal,98.84217748,17.7,NA,14672557,NA,NA,Sub-Saharan Africa, Lower middle income
2010,Serbia,125.300784,40.9,19.20000076,7291436,41.5747424,683000,Europe & Central Asia,Upper middle income
2011,Serbia,130.248336,42.2,23,7234099,40.07243069,764000,Europe & Central Asia,Upper middle income
2012,Serbia,117.7744571,48.1,23.89999962,7199077,37.82381321,810000,Europe & Central Asia,Upper middle income
2013,Serbia,119.3917104,51.5,22.10000038,7164132,33.63845853,922000,Europe & Central Asia,Upper middle income
2014,Serbia,122.132822,53.5,NA,7129428,30.33957142,NA,Europe & Central Asia,Upper middle income
2010,Seychelles,128.9218051,41,NA,89770,45.88351475,175000,Sub-Saharan Africa,High income: nonOECD
2011,Seychelles,137.903463,43.16400446,4.099999905,87441,47.02725052,194000,Sub-Saharan Africa,High income: nonOECD
2012,Seychelles,147.8032034,47.076,NA,88303,48.0028764,208000,Sub-Saharan Africa,High income: nonOECD
2013,Seychelles,147.342683,50.4,NA,89900,49.99837664,230000,Sub-Saharan Africa,High income: nonOECD
2014,Seychelles,162.1932137,54.26,NA,91526,54.77580872,NA,Sub-Saharan Africa,High income: nonOECD
2010,Sierra Leone,34.77065968,0.58,NA,5775902,2.825208538,39000,Sub-Saharan Africa,Low income
2011,Sierra Leone,36.43343754,0.9,NA,5908908,2.908231172,52000,Sub-Saharan Africa,Low income
2012,Sierra Leone,36.96439058,1.3,NA,6043157,2.928252713,60000,Sub-Saharan Africa,Low income
2013,Sierra Leone,65.65907347,1.7,NA,6178859,NA,81000,Sub-Saharan Africa,Low income
2014,Sierra Leone,76.65603826,2.1,NA,6315627,NA,NA,Sub-Saharan Africa,Low income
2010,Singapore,145.3956502,71,3.099999905,5076700,10.22333207,9161000,East Asia & Pacific,High income: nonOECD
2011,Singapore,150.1160495,71,2.900000095,5183700,9.961386679,10390000,East Asia & Pacific,High income: nonOECD
2012,Singapore,152.1251818,72,2.799999952,5312400,9.758464109,11098000,East Asia & Pacific,High income: nonOECD
2013,Singapore,155.9222113,81,2.799999952,5399200,9.488102177,11899000,East Asia & Pacific,High income: nonOECD
2014,Singapore,158.1301198,82,1.700000048,5469700,9.366776263,NA,East Asia & Pacific,High income: nonOECD
2010,Sint Maarten (Dutch part),NA,NA,NA,35474,NA,443000,Latin America & Caribbean,High income: nonOECD
2011,Sint Maarten (Dutch part),NA,NA,NA,33435,NA,424000,Latin America & Caribbean,High income: nonOECD
2012,Sint Maarten (Dutch part),NA,NA,NA,34640,NA,457000,Latin America & Caribbean,High income: nonOECD
2013,Sint Maarten (Dutch part),NA,NA,NA,36607,NA,467000,Latin America & Caribbean,High income: nonOECD
2014,Sint Maarten (Dutch part),NA,NA,NA,37664,NA,NA,Latin America & Caribbean,High income: nonOECD
2010,Slovak Republic,109.04722,75.71,14.39999962,5391428,26.22455727,5415000,Europe & Central Asia, High income: OECD
2011,Slovak Republic,109.9775874,74.43999717,13.60000038,5398384,25.89859254,5961000,Europe & Central Asia, High income: OECD
2012,Slovak Republic,111.9121915,76.70999012,14,5407579,26.56505296,6235000,Europe & Central Asia, High income: OECD
2013,Slovak Republic,113.9111556,77.8826,14.19999981,5413393,26.85698903,NA,Europe & Central Asia, High income: OECD
2014,Slovak Republic,116.9401341,79.98,13.19999981,5418506,27.95683632,NA,Europe & Central Asia, High income: OECD
2010,Slovenia,103.2965118,70,7.199999809,2048583,38.77351839,1869000,Europe & Central Asia, High income: OECD
2011,Slovenia,105.1696645,67.33999481,8.199999809,2052843,38.26790346,2037000,Europe & Central Asia, High income: OECD
2012,Slovenia,108.3881402,68.34997453,8.800000191,2057159,38.39257381,2156000,Europe & Central Asia, High income: OECD
2013,Slovenia,110.2112117,72.6756,10.10000038,2059953,34.37951879,2259000,Europe & Central Asia, High income: OECD
2014,Slovenia,112.0830105,71.59,9.699999809,2062218,31.76184311,NA,Europe & Central Asia, High income: OECD
2010,Solomon Islands,21.93953048,5,NA,526177,8.33605864,20500,East Asia & Pacific, Lower middle income
2011,Solomon Islands,51.09173471,6,NA,537648,7.194514484,22900,East Asia & Pacific, Lower middle income
2012,Solomon Islands,54.97600064,6.9974,NA,549162,7.018486255,23900,East Asia & Pacific, Lower middle income
2013,Solomon Islands,57.57076854,8,NA,560685,6.849967835,24400,East Asia & Pacific, Lower middle income
2014,Solomon Islands,65.75650459,9,NA,572171,7.549931179,NA,East Asia & Pacific, Lower middle income
2010,Somalia,6.726736849,NA,NA,9581714,NA,NA,Sub-Saharan Africa,Low income
2011,Somalia,18.16731553,1.25,NA,9806670,NA,NA,Sub-Saharan Africa,Low income
2012,Somalia,22.55978195,1.3767,NA,10033630,NA,NA,Sub-Saharan Africa,Low income
2013,Somalia,49.38267841,1.5,NA,10268157,NA,NA,Sub-Saharan Africa,Low income
2014,Somalia,50.89929334,1.63,NA,10517569,NA,NA,Sub-Saharan Africa,Low income
2010,South Africa,97.90028646,24,24.70000076,50791808,9.854082577,8074000,Sub-Saharan Africa,Upper middle income
2011,South Africa,123.1976544,33.97,24.60000038,51553479,10.29162984,8339000,Sub-Saharan Africa,Upper middle income
2012,South Africa,130.557982,41,24.70000076,52341695,10.01424195,9188000,Sub-Saharan Africa,Upper middle income
2013,South Africa,145.6440213,46.5,24.60000038,53157490,10.1863085,9537000,Sub-Saharan Africa,Upper middle income
2014,South Africa,149.6818056,49,24.89999962,54001953,10.94474495,NA,Sub-Saharan Africa,Upper middle income
2010,South Sudan,14.44932189,7,NA,10056475,0.68630687,NA,Sub-Saharan Africa,Low income
2011,South Sudan,17.33918627,NA,NA,10510122,0.7043641,NA,Sub-Saharan Africa,Low income
2012,South Sudan,21.22255382,NA,NA,10980623,0.87924102,NA,Sub-Saharan Africa,Low income
2013,South Sudan,25.25835962,14.1,NA,11453810,1.330552733,NA,Sub-Saharan Africa,Low income
2014,South Sudan,24.50094636,15.9,NA,11911184,1.683568721,NA,Sub-Saharan Africa,Low income
2010,Spain,111.275767,65.8,19.89999962,46576897,96.08229386,52677000,Europe & Central Asia, High income: OECD
2011,Spain,113.0635394,67.6,21.39999962,46742697,88.54271058,56177000,Europe & Central Asia, High income: OECD
2012,Spain,108.3640175,69.80999994,24.79999924,46773055,84.11172125,57464000,Europe & Central Asia, High income: OECD
2013,Spain,106.8867146,71.635,26.10000038,46620045,73.97442465,60661000,Europe & Central Asia, High income: OECD
2014,Spain,107.8492701,76.19,24.39999962,46404602,70.2474448,NA,Europe & Central Asia, High income: OECD
2010,Sri Lanka,83.62395495,12,4.900000095,20653000,15.5064567,654000,South Asia, Lower middle income
2011,Sri Lanka,87.54590803,15,4.199999809,20869000,16.85847814,856000,South Asia, Lower middle income
2012,Sri Lanka,91.63310875,18.2854,4,20328000,18.09379697,1006000,South Asia, Lower middle income
2013,Sri Lanka,95.49632054,21.9,4.400000095,20483000,18.44278846,1275000,South Asia, Lower middle income
2014,Sri Lanka,103.1578481,25.8,4.300000191,20639000,18.65157794,NA,South Asia, Lower middle income
2010,St. Kitts and Nevis,152.8117359,63,NA,52352,58.02977314,98000,Latin America & Caribbean,High income: nonOECD
2011,St. Kitts and Nevis,145.3625569,63.2,NA,52998,47.79304845,102000,Latin America & Caribbean,High income: nonOECD
2012,St. Kitts and Nevis,141.8333831,64,NA,53650,49.60861168,104000,Latin America & Caribbean,High income: nonOECD
2013,St. Kitts and Nevis,142.0900149,64.6,NA,54301,49.05293957,107000,Latin America & Caribbean,High income: nonOECD
2014,St. Kitts and Nevis,139.8090858,65.4,NA,54944,43.89682767,NA,Latin America & Caribbean,High income: nonOECD
2010,St. Lucia,111.7335693,43.3,20.60000038,177397,21.87078144,306000,Latin America & Caribbean,Upper middle income
2011,St. Lucia,120.7836181,44,18.89999962,179278,21.4996379,312000,Latin America & Caribbean,Upper middle income
2012,St. Lucia,119.4227898,45.9,19.10000038,180890,21.18226268,307000,Latin America & Caribbean,Upper middle income
2013,St. Lucia,116.3090529,46.2,22.20000076,182305,20.92397382,319000,Latin America & Caribbean,Upper middle income
2014,St. Lucia,102.5888082,51,NA,183645,20.66130423,NA,Latin America & Caribbean,Upper middle income
2010,St. Martin (French part),NA,NA,NA,30235,NA,NA,Latin America & Caribbean,High income: nonOECD
2011,St. Martin (French part),NA,NA,NA,30615,NA,NA,Latin America & Caribbean,High income: nonOECD
2012,St. Martin (French part),NA,NA,NA,30959,NA,NA,Latin America & Caribbean,High income: nonOECD
2013,St. Martin (French part),NA,NA,NA,31264,NA,NA,Latin America & Caribbean,High income: nonOECD
2014,St. Martin (French part),NA,NA,NA,31530,NA,NA,Latin America & Caribbean,High income: nonOECD
2010,St. Vincent and the Grenadines,120.5596619,38.5,NA,109316,21.16033333,72000,Latin America & Caribbean,Upper middle income
2011,St. Vincent and the Grenadines,120.5309217,43.01,NA,109341,21.03856291,74000,Latin America & Caribbean,Upper middle income
2012,St. Vincent and the Grenadines,116.1090946,47.52,NA,109334,20.92050227,74000,Latin America & Caribbean,Upper middle income
2013,St. Vincent and the Grenadines,114.6334104,52,NA,109327,20.79587018,72000,Latin America & Caribbean,Upper middle income
2014,St. Vincent and the Grenadines,105.1622459,56.48,NA,109360,20.68705356,NA,Latin America & Caribbean,Upper middle income
2010,Sudan,41.544029,16.7,NA,36114885,2.788054007,495000,Sub-Saharan Africa, Lower middle income
2011,Sudan,68.77724454,17.30391318,NA,36918193,2.880291768,536000,Sub-Saharan Africa, Lower middle income
2012,Sudan,74.36035887,21,NA,37712420,2.921781326,575000,Sub-Saharan Africa, Lower middle income
2013,Sudan,72.85231291,22.7,NA,38515095,3.031906177,591000,Sub-Saharan Africa, Lower middle income
2014,Sudan,72.19898961,24.64,NA,39350274,3.100979268,NA,Sub-Saharan Africa, Lower middle income
2010,Suriname,99.27727827,31.59,7.599999905,518141,11.21115139,205000,Latin America & Caribbean,Upper middle income
2011,Suriname,100.7099428,32,NA,523439,11.05039217,220000,Latin America & Caribbean,Upper middle income
2012,Suriname,106.4593736,34.6812,NA,528535,10.88720321,240000,Latin America & Caribbean,Upper middle income
2013,Suriname,161.067802,37.4,4.800000191,533450,12.25468295,249000,Latin America & Caribbean,Upper middle income
2014,Suriname,170.5749874,40.08,NA,538248,12.32623778,NA,Latin America & Caribbean,Upper middle income
2010,Swaziland,60.83084412,11.04,NA,1193148,5.618624393,868000,Sub-Saharan Africa, Lower middle income
2011,Swaziland,63.23757857,18.13,NA,1212458,6.295474575,879000,Sub-Saharan Africa, Lower middle income
2012,Swaziland,65.39478548,20.78178258,NA,1231694,6.162697734,889000,Sub-Saharan Africa, Lower middle income
2013,Swaziland,71.46778668,24.7,NA,1250641,5.92036593,968000,Sub-Saharan Africa, Lower middle income
2014,Swaziland,72.31972132,27.1,NA,1269112,5.80891694,NA,Sub-Saharan Africa, Lower middle income
2010,Sweden,117.1611493,90,8.600000381,9378126,22.51579696,5183000,Europe & Central Asia, High income: OECD
2011,Sweden,121.2222926,92.76998606,7.800000191,9449213,21.72690323,5222000,Europe & Central Asia, High income: OECD
2012,Sweden,124.57217,93.17998801,8,9519374,21.83151361,5146000,Europe & Central Asia, High income: OECD
2013,Sweden,125.5274913,94.7836,8.100000381,9600379,21.58832535,5229000,Europe & Central Asia, High income: OECD
2014,Sweden,127.8377463,92.52,8,9689555,21.12424595,NA,Europe & Central Asia, High income: OECD
2010,Switzerland,123.1609109,83.9,4.5,7824909,51.76847929,8628000,Europe & Central Asia, High income: OECD
2011,Switzerland,127.383212,85.19302818,4,7912398,50.21399352,8534000,Europe & Central Asia, High income: OECD
2012,Switzerland,132.0563723,85.2,4.199999809,7996861,48.84081168,8566000,Europe & Central Asia, High income: OECD
2013,Switzerland,136.7772396,86.34,4.400000095,8089346,47.43108424,8967000,Europe & Central Asia, High income: OECD
2014,Switzerland,140.5386879,87,4.5,8190229,45.98001539,NA,Europe & Central Asia, High income: OECD
2010,Syrian Arab Republic,54.31752074,20.7,8.399999619,20720602,3.7288294,8546000,Middle East & North Africa, Lower middle income
2011,Syrian Arab Republic,59.24043734,22.5,14.89999962,21070917,3.853836293,5070000,Middle East & North Africa, Lower middle income
2012,Syrian Arab Republic,59.29734384,24.3001,NA,21427155,3.839752456,NA,Middle East & North Africa, Lower middle income
2013,Syrian Arab Republic,56.12894219,26.2,NA,21789415,3.769679772,NA,Middle East & North Africa, Lower middle income
2014,Syrian Arab Republic,70.9474196,28.09,NA,22157800,NA,NA,Middle East & North Africa, Lower middle income
2010,Tajikistan,77.88892202,11.55,NA,7581696,5.462223787,160000,Europe & Central Asia, Lower middle income
2011,Tajikistan,80.9228584,13.03,NA,7753925,5.758486385,183000,Europe & Central Asia, Lower middle income
2012,Tajikistan,81.50840493,14.51,NA,7930929,6.218837785,244000,Europe & Central Asia, Lower middle income
2013,Tajikistan,91.8281242,16,NA,8111894,6.518072353,208000,Europe & Central Asia, Lower middle income
2014,Tajikistan,95.12606037,17.49,NA,8295840,NA,NA,Europe & Central Asia, Lower middle income
2010,Tanzania,46.65843734,2.9,NA,45648525,1.834109824,754000,Sub-Saharan Africa,Low income
2011,Tanzania,55.36980391,3.2,3.5,47122998,1.889500808,843000,Sub-Saharan Africa,Low income
2012,Tanzania,56.96423843,3.95,NA,48645709,2.140307984,1043000,Sub-Saharan Africa,Low income
2013,Tanzania,55.71793149,4.4,2.900000095,50213457,2.485073361,1063000,Sub-Saharan Africa,Low income
2014,Tanzania,62.77433234,4.86,NA,51822621,2.262248802,NA,Sub-Saharan Africa,Low income
2010,Thailand,108.0177685,22.4,1,66692024,11.15838076,15936000,East Asia & Pacific,Upper middle income
2011,Thailand,116.331131,23.66992562,0.699999988,66902958,11.47934037,19230000,East Asia & Pacific,Upper middle income
2012,Thailand,127.2920547,26.46,0.699999988,67164130,11.82686259,22354000,East Asia & Pacific,Upper middle income
2013,Thailand,140.0511818,28.94,0.800000012,67451422,12.24318216,26547000,East Asia & Pacific,Upper middle income
2014,Thailand,144.4387195,34.89,0.800000012,67725979,12.67743775,NA,East Asia & Pacific,Upper middle income
2010,Timor-Leste,43.82046413,0.21,3.900000095,1066409,1.958258014,40000,East Asia & Pacific, Lower middle income
2011,Timor-Leste,56.02069885,0.9,NA,1120392,4.201333381,51000,East Asia & Pacific, Lower middle income
2012,Timor-Leste,55.73975905,0.9147,NA,1148958,4.540752842,58000,East Asia & Pacific, Lower middle income
2013,Timor-Leste,57.37594218,1.1,NA,1180069,5.157626025,NA,East Asia & Pacific, Lower middle income
2014,Timor-Leste,58.73629754,1.14,NA,1212107,5.267325504,NA,East Asia & Pacific, Lower middle income
2010,Togo,41.26668606,3,NA,6390851,4.242922934,202000,Sub-Saharan Africa,Low income
2011,Togo,41.64413476,3.5,NA,6566179,4.473322285,300000,Sub-Saharan Africa,Low income
2012,Togo,49.86113051,4,NA,6745581,4.507683386,235000,Sub-Saharan Africa,Low income
2013,Togo,62.53490181,4.5,NA,6928719,4.616207732,327000,Sub-Saharan Africa,Low income
2014,Togo,68.96513263,5.7,NA,7115163,NA,NA,Sub-Saharan Africa,Low income
2010,Tonga,52.16238544,16,NA,103947,21.50934159,47000,East Asia & Pacific,Upper middle income
2011,Tonga,52.60439581,25,NA,104392,21.38678047,46000,East Asia & Pacific,Upper middle income
2012,Tonga,53.36331844,33,NA,104769,19.76705308,48000,East Asia & Pacific,Upper middle income
2013,Tonga,54.59396333,35,NA,105139,21.16722105,45000,East Asia & Pacific,Upper middle income
2014,Tonga,64.28314836,40,NA,105586,NA,NA,East Asia & Pacific,Upper middle income
2010,Trinidad and Tobago,142.6283511,48.5,5.900000095,1328095,13.48695815,388000,Latin America & Caribbean,High income: nonOECD
2011,Trinidad and Tobago,136.9908228,55.2,4.699999809,1334790,12.58190049,431000,Latin America & Caribbean,High income: nonOECD
2012,Trinidad and Tobago,140.8425356,59.5162,5,1341579,12.7335425,455000,Latin America & Caribbean,High income: nonOECD
2013,Trinidad and Tobago,144.9406517,63.8,3.599999905,1348240,12.61056596,434000,Latin America & Caribbean,High income: nonOECD
2014,Trinidad and Tobago,147.3377795,65.1,NA,1354483,13.45754427,NA,Latin America & Caribbean,High income: nonOECD
2010,Tunisia,104.5370929,36.8,13,10547100,16.55661451,6903000,Middle East & North Africa,Upper middle income
2011,Tunisia,115.2010779,39.1,18.29999924,10673800,16.98197191,4785000,Middle East & North Africa,Upper middle income
2012,Tunisia,118.1056496,41.4416,17.60000038,10777500,17.53548606,5950000,Middle East & North Africa,Upper middle income
2013,Tunisia,115.6035799,43.8,15.89999962,10886500,18.15717252,6269000,Middle East & North Africa,Upper middle income
2014,Tunisia,128.4857675,46.16,NA,10996600,NA,NA,Middle East & North Africa,Upper middle income
2010,Turkey,85.62758012,39.82,10.69999981,72310416,17.87407808,31364000,Europe & Central Asia,Upper middle income
2011,Turkey,89.41002295,43.06571043,8.800000191,73199372,18.25419918,34654000,Europe & Central Asia,Upper middle income
2012,Turkey,91.46374843,45.13,8.100000381,74099255,18.66965673,35698000,Europe & Central Asia,Upper middle income
2013,Turkey,92.96497103,46.25,8.699999809,75010202,19.7689352,37795000,Europe & Central Asia,Upper middle income
2014,Turkey,94.7933028,51.04,9.899999619,75932348,19.79462346,NA,Europe & Central Asia,Upper middle income
2010,Turkmenistan,63.41981696,3,NA,5041995,NA,NA,Europe & Central Asia,Upper middle income
2011,Turkmenistan,103.7858737,5,NA,5106672,NA,NA,Europe & Central Asia,Upper middle income
2012,Turkmenistan,114.0552619,7.1958,NA,5172941,NA,NA,Europe & Central Asia,Upper middle income
2013,Turkmenistan,116.893432,9.6,NA,5240088,NA,NA,Europe & Central Asia,Upper middle income
2014,Turkmenistan,135.7804374,12.2,NA,5307188,NA,NA,Europe & Central Asia,Upper middle income
2010,Turks and Caicos Islands,NA,NA,NA,30993,NA,281000,Latin America & Caribbean,High income: nonOECD
2011,Turks and Caicos Islands,NA,NA,NA,31727,NA,354000,Latin America & Caribbean,High income: nonOECD
2012,Turks and Caicos Islands,NA,NA,NA,32430,NA,292000,Latin America & Caribbean,High income: nonOECD
2013,Turks and Caicos Islands,NA,NA,NA,33103,NA,291000,Latin America & Caribbean,High income: nonOECD
2014,Turks and Caicos Islands,NA,NA,NA,33740,NA,NA,Latin America & Caribbean,High income: nonOECD
2010,Tuvalu,16.28167294,25,NA,9827,NA,1700,East Asia & Pacific,Upper middle income
2011,Tuvalu,21.63754571,30,NA,9844,NA,1200,East Asia & Pacific,Upper middle income
2012,Tuvalu,28.39756592,35,NA,9860,NA,NA,East Asia & Pacific,Upper middle income
2013,Tuvalu,34.42689348,37,NA,9876,NA,NA,East Asia & Pacific,Upper middle income
2014,Tuvalu,38.40711542,NA,NA,9893,NA,NA,East Asia & Pacific,Upper middle income
2010,Uganda,37.74438345,12.5,NA,33149417,2.393384951,946000,Sub-Saharan Africa,Low income
2011,Uganda,47.50472743,13.01354333,NA,34260342,2.324172003,1151000,Sub-Saharan Africa,Low income
2012,Uganda,45.00206351,14.6896,NA,35400620,2.619953194,1197000,Sub-Saharan Africa,Low income
2013,Uganda,48.08192773,16.2,1.899999976,36573387,2.810160944,1206000,Sub-Saharan Africa,Low income
2014,Uganda,52.42923963,17.71,NA,37782971,2.896354573,NA,Sub-Saharan Africa,Low income
2010,Ukraine,117.1087348,23.3,8.100000381,45870700,2.321727916,21203000,Europe & Central Asia, Lower middle income
2011,Ukraine,121.3388196,28.70826284,7.900000095,45706100,1.597668528,21415000,Europe & Central Asia, Lower middle income
2012,Ukraine,130.3399209,35.27,7.5,45593300,1.068269607,23013000,Europe & Central Asia, Lower middle income
2013,Ukraine,138.0646549,41,7.199999809,45489600,0.917512334,24671000,Europe & Central Asia, Lower middle income
2014,Ukraine,144.082159,43.4,9.300000191,45362900,0.764798679,NA,Europe & Central Asia, Lower middle income
2010,United Arab Emirates,129.4316308,68,NA,8329453,11.90936392,NA,Middle East & North Africa,High income: nonOECD
2011,United Arab Emirates,131.3980376,78,NA,8734722,11.75011793,NA,Middle East & North Africa,High income: nonOECD
2012,United Arab Emirates,149.6390858,84.9999915,NA,8952542,11.94321727,NA,Middle East & North Africa,High income: nonOECD
2013,United Arab Emirates,171.8737993,88,NA,9039978,12.36614969,NA,Middle East & North Africa,High income: nonOECD
2014,United Arab Emirates,178.0615447,90.4,NA,9086139,11.86033203,NA,Middle East & North Africa,High income: nonOECD
2010,United Kingdom,123.6254863,85,7.800000191,62766365,24.71832387,28295000,Europe & Central Asia, High income: OECD
2011,United Kingdom,123.6041988,85.37999855,8,63258918,24.05422329,29306000,Europe & Central Asia, High income: OECD
2012,United Kingdom,124.7618169,87.47999842,7.900000095,63700300,22.07965606,29282000,Europe & Central Asia, High income: OECD
2013,United Kingdom,124.6098071,89.8441,7.5,64106779,25.16603305,31169000,Europe & Central Asia, High income: OECD
2014,United Kingdom,123.5810846,91.61,6.099999905,64510376,NA,NA,Europe & Central Asia, High income: OECD
2010,United States,91.31165202,71.69,9.600000381,309347057,35.2543307,60010000,North America, High income: OECD
2011,United States,94.44042596,69.72946076,9,311721632,35.00706415,62821000,North America, High income: OECD
2012,United States,96.01037609,79.3,8.100000381,314112078,34.78965085,66657000,North America, High income: OECD
2013,United States,97.07773939,84.2,7.400000095,316497531,33.56773607,69768000,North America, High income: OECD
2014,United States,98.4068578,87.36,6.199999809,318857056,32.39384432,NA,North America, High income: OECD
2010,Uruguay,131.589018,46.4,7.199999809,3374414,13.58544354,2353000,Latin America & Caribbean,High income: nonOECD
2011,Uruguay,140.6072022,51.40466106,6.300000191,3385610,13.53601848,2857000,Latin America & Caribbean,High income: nonOECD
2012,Uruguay,147.1306851,54.45376868,6.5,3396753,12.73276989,2695000,Latin America & Caribbean,High income: nonOECD
2013,Uruguay,154.618466,57.69,6.5,3407969,12.58132323,2683000,Latin America & Caribbean,High income: nonOECD
2014,Uruguay,160.7951457,61.46,6.599999905,3419516,12.20799284,NA,Latin America & Caribbean,High income: nonOECD
2010,Uzbekistan,75.45030892,20,NA,28562400,46.48322378,975000,Europe & Central Asia, Lower middle income
2011,Uzbekistan,90.3737516,30.2,NA,29339400,45.87324393,NA,Europe & Central Asia, Lower middle income
2012,Uzbekistan,71.03391446,36.5213,NA,29774500,45.38406049,NA,Europe & Central Asia, Lower middle income
2013,Uzbekistan,74.30678167,38.2,NA,30243200,39.07537084,1969000,Europe & Central Asia, Lower middle income
2014,Uzbekistan,73.79116465,43.55,NA,30757700,37.48742989,NA,Europe & Central Asia, Lower middle income
2010,Vanuatu,71.91524298,8,NA,236299,20.5434431,97000,East Asia & Pacific, Lower middle income
2011,Vanuatu,56.64535235,9.2,NA,241876,20.61636266,94000,East Asia & Pacific, Lower middle income
2012,Vanuatu,59.08065129,10.598,NA,247498,21.95644889,108000,East Asia & Pacific, Lower middle income
2013,Vanuatu,50.34122874,11.3,NA,253165,22.00233853,110000,East Asia & Pacific, Lower middle income
2014,Vanuatu,60.41440025,18.8,NA,258883,22.55588678,NA,East Asia & Pacific, Lower middle income
2010,"Venezuela, RB",95.99511185,37.37,8.600000381,28995745,17.06270217,526000,Latin America & Caribbean,High income: nonOECD
2011,"Venezuela, RB",97.56403127,40.22,8.300000191,29427631,16.61130747,595000,Latin America & Caribbean,High income: nonOECD
2012,"Venezuela, RB",102.0507277,49.05008307,8.100000381,29854238,16.60643456,988000,Latin America & Caribbean,High income: nonOECD
2013,"Venezuela, RB",101.614434,54.9,7.800000191,30276045,16.4817794,986000,Latin America & Caribbean,High income: nonOECD
2014,"Venezuela, RB",98.95200348,57,7,30693827,16.43106293,NA,Latin America & Caribbean,High income: nonOECD
2010,Vietnam,125.2930515,30.65,NA,86932500,3.244581032,5050000,East Asia & Pacific, Lower middle income
2011,Vietnam,141.5998702,35.07,2,87840000,3.567126916,6014000,East Asia & Pacific, Lower middle income
2012,Vietnam,145.0218721,39.49,1.799999952,88772900,3.129892072,6848000,East Asia & Pacific, Lower middle income
2013,Vietnam,134.9650058,43.9,2,89708900,3.668710434,7572000,East Asia & Pacific, Lower middle income
2014,Vietnam,147.1108877,48.31,1.799999952,90730000,3.830862224,NA,East Asia & Pacific, Lower middle income
2010,Virgin Islands (U.S.),NA,31.22,NA,106267,NA,590000,Latin America & Caribbean,High income: nonOECD
2011,Virgin Islands (U.S.),NA,35.6,NA,105784,NA,532000,Latin America & Caribbean,High income: nonOECD
2012,Virgin Islands (U.S.),NA,40.5479,NA,105275,NA,580000,Latin America & Caribbean,High income: nonOECD
